fips,life_expectancy,le_ci_low,le_ci_high,premature_mortality,drug_overdose_deaths,child_mortality
29213,77.286521949,76.439992924,78.133050974,9345.9339249,19.656429439,72.541071048
29215,75.336013814,74.150316829,76.521710798,10518.095063,28.916549467,46.091445428
29217,76.544049007,75.252446573,77.835651441,9255.9133989,16.265716749,72.306579899
29219,78.629684661,77.596726302,79.662643019,8073.0637907,36.464274361,56.603211487
29221,73.055665357,71.850680908,74.260649805,12274.261182,37.696729809,88.495575221
29223,74.448721352,72.744233535,76.15320917,11223.988138,,
29225,76.661015633,75.793504693,77.528526573,8226.5884118,23.616734143,51.54518404
29227,80.239026676,76.44161117,84.036442182,5906.2644225,,
29229,74.065263808,72.677813094,75.452714521,11241.794058,,79.744816587
29510,73.149595704,72.768684969,73.530506438,13935.61432,85.122061929,105.28201163
30001,81.571431831,79.910571556,83.232292107,4252.0193734,,
30003,66.185033494,64.307959179,68.062107808,22566.773716,,134.38602385
30005,70.167188346,67.387959017,72.946417674,18405.697189,,
30007,81.333729232,78.817933803,83.849524661,6407.7412905,,
30009,81.591514916,79.765734161,83.417295671,5948.2536751,,
30013,77.092733898,76.495337217,77.690130579,8017.5796977,15.960385505,39.626689258
30015,79.078877951,76.697768155,81.459987748,7232.0309337,,
30017,77.45888457,75.72649082,79.19127832,8072.6063273,,
30019,82.264336731,78.501596849,86.027076612,,,
30021,79.253437274,77.517725022,80.989149525,6106.1352209,,
30023,74.822852937,72.680816851,76.964889024,11293.051658,,
30025,78.996463864,76.119579599,81.87334813,5107.8572786,,
30027,77.740377691,76.111485953,79.369269428,7480.2946703,,
30029,79.144025003,78.607716826,79.680333181,6476.8858725,11.226476522,42.243813505
30031,82.645186158,82.106449091,83.183923224,3999.3726896,8.160505485,25.737433418
30035,70.817478666,68.935030542,72.699926789,17307.762302,24.334452718,87.709039878
30039,85.464587984,81.972362107,88.95681386,4314.6518059,,
30041,76.386646884,75.004579693,77.768714075,8551.7345394,,54.504823677
30043,78.276110705,76.568482516,79.983738894,6871.8116309,,
30045,82.52141238,78.774434898,86.268389861,4151.9457702,,
30047,77.085490487,75.836018257,78.334962716,10413.14178,14.177590682,91.308165057
30049,79.236313394,78.572098911,79.900527877,6636.5104963,10.558597818,42.222597534
30051,89.6859949,84.725453311,94.646536488,,,
30053,78.66953131,77.315820211,80.02324241,7597.9625143,,
30057,81.43519489,79.310469221,83.559920559,5575.004173,,
30059,82.519444064,79.25314443,85.785743697,3262.8951274,,
30061,80.074871238,77.096694335,83.05304814,7313.7222854,,
30063,79.769860519,79.264885388,80.274835651,5908.0334778,13.610317176,41.469127915
30065,77.167208809,74.610086287,79.724331331,7956.385903,,
30067,79.874412335,78.265998165,81.482826505,7393.8472836,,103.341371
30071,76.036381726,73.437945365,78.634818086,7805.1712374,,
30073,76.776375912,74.395170241,79.157581582,8746.5535238,,
30075,83.363183949,79.533911653,87.192456244,,,
30077,76.666530968,74.525702671,78.807359265,8772.435481,,
30081,79.672444886,78.855498243,80.48939153,6105.0836329,12.880739506,45.447659446
30083,77.18191289,75.179682727,79.184143054,9318.5173426,,
30085,64.484295722,62.531685396,66.436906049,25631.940509,,141.70040486
30087,70.255085381,68.018867963,72.491302798,17602.424833,,153.53612897
30089,77.348892876,75.272036772,79.42574898,10139.051895,,
30091,80.867695339,78.288184366,83.447206312,4495.136919,,
30093,76.253697439,75.345593814,77.161801064,8401.9975833,19.031668697,38.762421594
30095,81.570508149,79.74605456,83.394961738,4396.199105,,
30097,83.67250416,80.412175982,86.932832337,5276.848383,,
30099,78.745306983,76.065418595,81.425195371,8868.5376777,,
30101,78.247709897,75.850231324,80.64518847,6245.2223718,,
30105,78.017862118,75.95610401,80.079620227,8614.7354502,,
30107,74.671632161,70.15892558,79.184338742,12145.688684,,
30111,77.304159439,76.859405206,77.748913671,8219.3944137,19.817227363,49.175643437
31001,77.863713165,76.853209794,78.874216535,7799.0086393,,53.964720564
31003,82.662862656,80.781176903,84.54454841,3876.2788772,,
31011,81.149696784,78.928038307,83.371355261,4795.3312578,,
31013,77.706928802,76.014015351,79.399842252,7719.9435492,,
31015,77.63779464,73.493195488,81.782393792,8183.2399375,,
31017,79.1309068,76.099180591,82.162633008,7369.4602208,,
31019,80.352767849,79.574544485,81.130991213,5121.7570725,,43.148084225
31021,75.876005001,73.414648172,78.33736183,9793.7052741,,
31023,78.114019335,76.455280055,79.772758615,5764.4126819,,
31025,79.168681126,78.05547388,80.281888373,6444.6112122,,40.197773043
31027,81.121534585,79.332828879,82.910240291,5103.82572,,
31029,79.394969375,76.979566477,81.810372273,4567.8075011,,
31031,79.310745209,76.969403969,81.65208645,7275.2140569,,
31033,77.401820601,75.358458649,79.445182553,9411.1809609,,
31035,78.285248874,76.250844474,80.319653274,6379.1304033,,
31037,80.328406167,78.476607863,82.180204472,6213.6672749,,85.676454553
31039,79.849471555,77.861469982,81.837473129,6542.846369,,
31041,80.317127266,78.666013293,81.968241238,6127.6827877,,
31043,77.602241923,76.480118651,78.724365195,6398.9366788,,
31045,78.419243747,76.4185932,80.419894294,7690.1009091,,
31047,78.324288303,77.15273644,79.495840166,7339.0445008,,69.946374446
31049,79.270884439,74.908813285,83.632955592,8658.715129,,
31051,80.182360578,78.275324122,82.089397035,4803.8980371,,
31053,76.819940353,75.915506934,77.724373773,8228.5029397,,56.358666554
31055,78.585236672,78.347198189,78.823275155,6755.8385785,11.386601999,55.776192862
31057,77.732514745,72.867174392,82.597855099,7496.0595057,,
31059,80.807482543,78.999989522,82.614975563,3464.8496882,,
31061,75.986231052,71.542963112,80.429498993,13476.522353,,
31063,84.282155582,79.985698144,88.57861302,5703.2758793,,
31065,78.060039544,75.415012628,80.70506646,7548.338607,,
31067,77.845057826,76.609420498,79.080695154,7586.1514142,,72.202166065
31069,75.953420799,72.19780805,79.709033548,8974.3184274,,
31071,79.753705404,76.514764837,82.99264597,5031.8903668,,
31073,76.818760703,72.179855814,81.457665593,10463.385338,,
31077,82.038938892,78.097116676,85.980761107,5840.9758531,,
31079,77.876402686,77.182766615,78.570038756,7237.4838705,6.522164489,56.373130786
31081,81.208334284,79.658769686,82.757898881,4410.0367563,,
31083,81.350227593,78.358492114,84.341963072,5487.0206608,,
31087,75.925939914,72.014097369,79.837782459,9022.8047192,,
31089,79.699425092,78.100720495,81.298129688,5473.6755838,,
31093,78.082172872,75.642689518,80.521656225,8249.3685394,,
31095,78.170657765,76.495808159,79.845507371,5506.0334131,,
31097,77.588775855,75.451505189,79.726046522,7042.77918,,
31099,79.240251422,76.964578813,81.515924031,7206.546867,,
31101,79.131260756,76.711933675,81.550587838,9006.9613774,,
31105,73.699938883,70.129927775,77.26994999,13012.448702,,
31107,79.642427891,77.614628949,81.670226834,6841.0110022,,
31109,79.872979383,79.564295877,80.18166289,5644.8199704,11.389616849,42.559375519
31111,77.844757878,76.923001311,78.766514446,7427.5265414,,45.676004872
31119,78.178925813,77.273512732,79.084338894,6905.0236914,,67.417624091
31121,78.075348749,75.979931303,80.170766196,8353.6810066,,
31123,76.874378743,74.313111957,79.43564553,8839.2581189,,
31125,76.059753808,73.268986417,78.850521199,7553.4845686,,
31127,77.038188609,74.906792285,79.169584932,7717.1791701,,
31129,77.579089565,75.098458517,80.059720613,7500.6721401,,
31131,80.262684476,78.876381141,81.64898781,6004.0447805,,
31133,76.925718946,72.692021015,81.159416877,10833.095521,,
31135,79.168492276,75.850691196,82.486293355,7288.7290664,,
31137,79.978746146,78.282094882,81.67539741,5772.0921165,,
31139,81.149244562,79.016075705,83.28241342,4999.6512441,,
31141,79.717164344,78.756899818,80.67742887,6327.2515852,,28.585312866
31143,77.42101279,75.12120972,79.72081586,8331.1529924,,
31145,78.116142058,76.491041248,79.741242868,6997.4925822,,
31147,77.398678535,75.618330643,79.179026426,7104.7942944,,
31151,79.039464067,77.530941892,80.547986241,6369.3228711,,
31153,80.714427733,80.294474649,81.134380817,4933.693989,8.7420229041,43.464087797
31155,78.824118711,77.718976379,79.929261043,5917.1215009,,
31157,76.019197454,75.074192063,76.964202844,9078.6665974,12.160215516,58.830121022
31159,79.16716495,77.894033774,80.440296126,6196.505095,,
31161,76.457066398,73.850103488,79.064029308,9302.1959007,,
31163,80.650075187,77.957641159,83.342509214,5065.7138237,,
31167,80.167824549,77.761111653,82.574537446,6418.8028733,,
31169,78.711489644,76.479779534,80.943199753,6277.2689717,,
31173,66.599184668,64.230205944,68.968163392,21254.059879,,124.96395271
31175,81.30326956,78.917571711,83.68896741,4376.5570842,,
31177,80.956917828,79.926646793,81.987188864,4340.8906118,,
31179,83.217758292,81.414029506,85.021487077,3637.8580265,,
31181,76.965504499,74.644589814,79.286419183,6617.7394991,,
31185,79.726758184,78.234936031,81.218580336,6250.7977783,,
32001,74.179542169,73.035666219,75.323418119,10782.497692,28.107934468,75.197947538
32003,78.409530917,78.28349112,78.535570715,7362.3524637,22.61412539,46.053388244
32005,81.110152763,80.258985838,81.961319688,5869.924305,17.752287314,37.826251418
32007,78.483466306,77.54699245,79.419940162,7895.484818,11.374838856,52.284847851
32011,79.000961211,73.383238072,84.61868435,8779.1003662,,
32013,76.984826139,75.203662873,78.765989406,9789.2998973,23.725261472,55.105527084
32015,75.552398325,72.891131422,78.213665228,10167.460071,,
