fips,life_expectancy,le_ci_low,le_ci_high,premature_mortality,drug_overdose_deaths,child_mortality
17059,73.246495072,70.468050048,76.024940096,11481.429542,,
17061,76.698507136,75.281038572,78.1159757,7880.2222087,25.829781738,90.719404881
17063,77.2448433,76.475385154,78.014301445,7526.7168486,32.022167182,40.998809082
17065,77.614053981,75.845108325,79.382999638,6917.5911934,,
17067,78.303662394,76.926667832,79.680656955,7794.6750852,,
17069,73.845976482,70.732123699,76.959829265,11520.778059,,
17071,77.602338066,75.295764202,79.908911931,8519.2007045,,
17073,78.144486221,77.344113324,78.944859118,7142.1383863,15.708880298,48.299178914
17075,75.903256866,74.847862234,76.958651499,9186.58419,27.017401663,46.62004662
17077,77.288215117,76.437485732,78.138944503,8963.7020019,20.486525719,75.886928477
17079,81.170026733,79.580259876,82.75979359,4478.3244461,,
17081,75.316632645,74.411676334,76.221588955,9447.4262238,25.723130416,77.491654745
17083,76.051190942,74.939617533,77.162764351,8544.9715121,30.65791894,
17085,80.528217764,79.166914453,81.889521074,6576.160019,,
17087,77.036050492,75.272368441,78.799732544,8989.5094149,,
17089,80.963567403,80.709460169,81.217674636,5305.5841158,15.397817641,34.759656493
17091,76.643623537,76.09951824,77.187728834,8664.3356487,30.443253775,50.267928057
17093,81.173237113,80.643998066,81.70247616,4382.1039666,13.417865888,26.851552226
17095,76.344321639,75.627372699,77.061270579,7998.4452582,16.122098022,38.037276531
17097,80.994842611,80.781394121,81.208291102,5097.2929882,14.538776447,34.160953285
17099,76.528100051,75.995185022,77.06101508,8393.3682911,31.320047901,52.642322278
17101,75.146398645,73.712546866,76.580250423,9377.7371257,,
17103,78.349127623,77.510696061,79.187559185,6540.8238254,19.614381264,
17105,76.05930331,75.128207457,76.990399162,9120.6603672,30.892223585,42.187246471
17107,76.804286454,75.855509864,77.753063045,7415.1620953,17.456881503,54.256906452
17109,77.772703875,76.759898336,78.785509413,7131.4467131,,58.889924915
17111,80.347783017,80.033146869,80.662419165,5286.6894171,18.216674329,33.045432252
17113,79.427457171,78.98638171,79.868532632,6279.8199241,16.097718973,42.769567077
17115,76.254064338,75.681696988,76.826431688,9414.4650428,25.341956014,73.403210311
17117,76.713532325,75.887994757,77.539069892,8154.1506029,23.737815824,60.419786166
17119,76.288643748,75.951679572,76.625607924,8622.6814382,39.996861006,49.163566752
17121,73.62483353,72.683832947,74.565834112,11371.134184,31.286314472,74.921476529
17123,77.223353982,75.615626318,78.831081645,7939.6440259,,
17125,75.126517439,73.512213888,76.74082099,9742.5856279,,
17127,74.824036831,73.22638692,76.421686742,10592.225543,,81.853155439
17129,79.93462198,78.331792983,81.537450977,6499.9844207,27.358284088,
17131,78.076721108,76.801286782,79.352155434,6406.8147695,,83.995113012
17133,80.673588638,79.796700978,81.550476298,5100.3901657,13.499050245,
17135,76.128798976,75.001012504,77.256585449,9457.1180359,32.917940277,65.342394145
17137,76.681673604,75.750923615,77.612423593,8246.8146706,14.846487321,62.654188041
17139,77.052310297,75.801818636,78.302801958,6445.2899302,,
17141,78.490687089,77.751806546,79.229567632,6748.8679533,17.778128951,37.408678813
17143,76.773309952,76.337689336,77.208930568,9001.9566474,26.04883785,67.372811848
17145,77.29359757,76.123607072,78.463588067,7538.9114878,,
17147,80.036353431,78.779570849,81.293136014,5243.0852391,,
17149,76.492359727,75.134517352,77.850202101,8155.9036993,,93.720712277
17151,79.114962469,74.309022942,83.920901996,11680.140662,,
17153,74.007171139,71.546101577,76.468240701,10744.783261,,
17155,80.815376039,77.932443672,83.698308405,6961.3586919,,
17157,77.02689043,76.004140442,78.049640419,8262.0733097,14.699860351,65.469127215
17159,76.718751072,75.366394295,78.071107849,8262.3006177,,
17161,77.411567144,76.967574782,77.855559506,7527.0691069,14.310413993,52.627031443
17163,75.61801183,75.246084833,75.989938828,10086.052283,31.073805424,78.481969692
17165,73.232111187,72.094490525,74.369731848,11303.452904,26.920188725,98.154691794
17167,77.702207943,77.295347301,78.109068584,7883.4566425,23.634102983,58.919009467
17169,76.388706011,74.058990492,78.71842153,8874.9453487,,
17171,78.08115599,75.589358765,80.572953215,6660.4123037,,
17173,79.283340773,78.091660254,80.475021292,6661.3976514,18.554596901,59.984731159
17175,76.149098068,73.810749922,78.487446215,8332.8793412,,
17177,77.781152389,76.918509291,78.643795487,8224.1885764,19.536826919,52.573471426
17179,78.253324293,77.781034803,78.725613783,6820.9902957,17.978871028,43.560574329
17181,75.153752723,73.865752497,76.441752948,9240.7487719,20.003200512,
17183,74.552101438,73.875777278,75.228425598,10716.44496,26.822736887,76.611274394
17185,78.58687406,76.860477498,80.313270623,7622.3983434,,
17187,76.643860854,75.312074153,77.975647555,7880.4358566,,74.626865672
17189,79.420118275,77.958680178,80.881556372,6343.3796804,,
17191,76.507057376,75.12057537,77.893539381,8860.2066334,,74.586384595
17193,74.78991575,73.396187463,76.183644038,9125.3319352,,
17195,77.605917836,76.895530065,78.316305607,7282.1945398,12.087732764,57.59065386
17197,79.201645163,78.985784303,79.417506023,6107.1577661,19.982826354,41.357584717
17199,77.283750218,76.636403379,77.931097058,7378.5343651,16.494391907,63.5946443
17201,76.166369634,75.816476144,76.516263123,9701.4235838,49.413407426,69.173284748
17203,79.133713536,78.20042396,80.067003113,6639.8186681,8.6946692983,67.576699554
18001,77.917168856,76.92471181,78.909625903,7838.2837718,16.782903815,82.926173293
18003,76.647795336,76.359271012,76.93631966,8470.6142087,27.532531049,59.197448047
18005,77.976867385,77.347813644,78.605921127,7592.0689464,27.093900286,49.236829148
18007,76.768566403,74.820198459,78.716934347,8792.2199365,,
18009,75.018590577,73.259473475,76.777707679,10189.987329,31.012122921,
18011,78.232372796,77.581259901,78.883485691,6470.3938404,28.4050561,38.145830096
18013,78.2654813,76.669779313,79.861183288,8159.0116264,,
18015,80.274452554,78.995150446,81.553754662,6177.9242733,21.447898106,56.252461045
18017,75.76397116,74.800127658,76.727814662,9430.9055071,22.117630406,86.692674469
18019,74.868771335,74.360202293,75.377340378,10021.918607,43.952576297,57.67667026
18021,75.612921129,74.495500557,76.7303417,9141.043165,,83.039236039
18023,75.828918558,74.829616603,76.828220514,9035.3350309,32.006607816,64.981096408
18025,74.233456819,72.368483342,76.098430296,11882.552985,34.630399194,
18027,76.439056781,75.578948748,77.299164814,7361.2439013,,46.061722708
18029,77.314480964,76.515520371,78.113441557,7817.0874082,29.559959691,42.990315866
18031,75.819120161,74.80943312,76.828807202,8469.5582359,27.521673318,54.447166803
18033,76.360678457,75.523296771,77.198060143,8333.7855442,23.011252502,59.767147195
18035,74.178143606,73.620556153,74.73573106,10901.98189,42.060865578,78.969094368
18037,79.187894158,78.41077591,79.965012407,5605.9079521,8.6043037163,41.163224291
18039,78.051108997,77.652756713,78.44946128,7319.2439193,13.429073459,64.132617407
18041,72.345232962,71.100476726,73.589989199,13348.693574,82.559638476,74.675163041
18043,75.283492933,74.654961058,75.912024807,9457.516228,39.109161321,48.088482808
18045,74.7609204,73.376234313,76.145606488,9846.7322488,34.547228093,69.492703266
18047,77.396624173,76.154965891,78.638282455,8705.4520886,39.557541572,47.954730734
18049,74.738869166,73.394641525,76.083096806,10646.12078,26.629385527,90.03760394
18051,76.954568654,76.0476487,77.861488609,7814.4471447,9.9072679718,44.072278537
18053,73.2115231,72.469498053,73.953548147,12288.535692,33.514446758,91.389300141
18055,75.749999168,74.771235203,76.728763134,9043.4185489,12.482965953,64.308681672
18057,81.565383072,81.265654267,81.865111877,4211.5632759,12.150128169,29.922704341
18059,78.956462998,78.346960517,79.565965479,6250.0749032,23.92426262,30.497102775
18061,76.941486645,76.030338689,77.8526346,8857.5529049,33.731807449,36.023054755
18063,79.216258534,78.818813508,79.613703559,5571.0394304,20.369351177,32.213419872
18065,75.187845743,74.383004357,75.99268713,9780.6289824,18.714131248,43.228398515
18067,74.07428014,73.448608082,74.699952197,11097.330868,40.380872388,70.808283233
18069,76.725720975,75.873843177,77.577598772,7515.9909237,19.238697265,38.158229458
18071,75.245622003,74.405117902,76.086126103,9487.4631697,36.963278115,64.826819781
18073,76.957944662,76.026007557,77.889881767,7990.3910736,18.929581955,51.681255855
18075,75.504395376,74.164088402,76.844702351,10199.736578,42.196831992,66.451490412
18077,75.359409219,74.417681497,76.301136941,8926.6937978,20.69836276,49.574800747
18079,73.727064112,72.632539095,74.821589129,11372.449165,38.618891879,50.940438871
18081,77.671838499,77.264315975,78.079361022,6664.3212818,26.526371634,43.86559067
18083,74.380287892,73.461276251,75.299299532,10386.188897,10.908000109,63.387423935
18085,77.870378816,77.249959434,78.490798197,7540.3294268,14.718993389,53.077147634
18087,78.48223502,77.623385882,79.341084157,6351.5940935,,68.080140051
18089,75.657046335,75.39137109,75.92272158,9809.207935,31.287737403,66.510594345
18091,75.361622377,74.817169941,75.906074812,9809.3052332,29.129925537,61.691626957
18093,76.20293805,75.398677923,77.007198176,8614.960658,21.240130663,43.166929054
18095,75.085564902,74.600314483,75.570815322,9852.0590068,36.256946034,55.538137681
18097,75.00913782,74.812752429,75.20552321,10673.137635,45.469747196,70.32572248
18099,77.995178043,77.171991478,78.818364608,7398.2144644,18.03569625,64.971629055
18101,76.405028368,74.5253949,78.284661836,9268.1068399,,
18103,76.357464167,75.418303464,77.296624871,8644.8159488,18.795049384,53.067993367
18105,79.511768468,79.005208855,80.01832808,6485.12879,21.642728156,43.192812716
18107,77.206167641,76.335527459,78.076807822,7693.5514485,28.683430538,54.211367268
18109,76.09179224,75.460623187,76.722961293,8333.5903674,33.599606269,42.726927459
18111,75.932153735,74.381305422,77.483002047,8980.6911959,33.411293017,84.338365522
18113,76.606926583,75.79279723,77.421055935,8342.4320169,9.7828213657,66.499345732
18115,79.155124717,77.085894583,81.224354852,6203.8354474,,
18117,75.020915601,73.712594334,76.329236867,10097.36769,,67.366530062
18119,74.988546647,73.739209659,76.237883635,10014.121568,19.207068201,63.022802796
18121,79.427641022,77.959718458,80.895563586,6829.1916515,,75.394105552
18123,77.572490242,76.44864953,78.696330955,6761.4735406,,
18125,76.44989168,74.934638352,77.965145008,8080.5780684,,
18127,77.949744026,77.541996999,78.357491054,6926.9294465,23.68077532,38.281239506
18129,78.95956214,77.829822752,80.089301527,6819.8593971,,
18131,74.157666496,72.489342754,75.825990239,11408.327417,34.936844934,108.83366588
18133,77.724101522,76.835490907,78.612712138,7407.029338,15.067716089,44.365572316
18135,75.074875726,73.891989136,76.257762316,10300.909703,37.988250777,80.62348831
18137,76.592444145,75.559104365,77.625783926,8368.5689369,28.137639955,63.145382958
18139,76.591050432,75.305920638,77.876180225,7987.1714507,20.042891788,
18141,76.324902703,75.98867196,76.661133446,8577.6164595,23.216362991,70.205163806
18143,71.465307698,70.366349708,72.564265689,13044.917671,58.709235522,51.084382111
18145,76.085940223,75.220964213,76.950916233,9153.9480996,30.553009471,69.122148711
18147,77.987725128,76.643709504,79.331740753,8069.812214,,56.654013937
18149,73.752373539,72.611601285,74.893145793,11119.924485,46.390930573,
18151,79.310114331,78.319602327,80.300626335,6819.0006944,,49.589118731
18153,76.056126453,74.753929482,77.358323424,9197.4926906,,100.73663666
18155,75.810549403,73.558903792,78.062195013,11523.491328,,161.16799393
18157,79.381328821,78.940060226,79.822597416,6366.9408638,20.516502962,50.656977217
18159,76.997709634,75.496875348,78.49854392,8137.7268717,,88.105726872
18161,75.990719122,73.706609509,78.274828734,9367.2000428,47.1475719,
18163,75.5392527,75.118772988,75.959732412,9536.4699008,22.757638491,68.363617777
18165,75.009795976,73.564943017,76.454648935,9632.4648661,,
18167,75.403101746,74.864435492,75.941768001,9217.7073029,16.820753071,72.128594981
18169,75.840779725,74.907381588,76.774177863,8780.9317899,21.491510853,
18171,78.486098225,76.52714664,80.445049809,6866.0464085,,
18173,77.42237882,76.750869334,78.093888306,6924.9335196,16.416535158,46.940486169
18175,75.146773822,74.043907798,76.249639845,10140.140937,30.881793995,58.605196327
18177,72.941823827,72.225201618,73.658446035,12520.342239,68.826607557,74.033263317
18179,77.248030848,76.183343543,78.312718153,7950.7651412,23.62837295,43.308791685
18181,75.759883477,74.598861008,76.920905947,9382.6750296,27.624309392,66.566077927
18183,78.831932016,77.885594454,79.778269578,6597.6799556,11.716919231,47.969299648
19001,78.168986849,76.088893644,80.249080055,7304.468244,,
19003,79.746653494,76.232267982,83.261039007,6675.1460479,,
19005,77.640865346,76.257391567,79.024339124,6940.5162411,,
19007,76.867941513,75.380383424,78.355499603,7692.4672651,,
19009,77.687530304,75.21458972,80.160470888,8613.8633187,,
19011,79.437808875,78.373886565,80.501731184,6245.8233134,,42.007981516
19013,77.625790858,77.144292832,78.107288884,7435.3295074,9.8878865783,53.244882818
19015,78.782833453,77.882602859,79.683064048,5198.9376058,,
19017,80.763766122,79.73794245,81.789589794,5150.3933501,,
19019,79.696208485,78.668392417,80.724024553,4976.8649568,,
19021,80.460355818,79.269503811,81.651207824,5550.0853651,,
19023,78.140867073,76.696782333,79.584951812,7172.298197,,
19025,78.529963276,76.837206239,80.222720314,6968.9476128,,
19027,79.676980011,78.477197868,80.876762155,6245.912603,,
19029,75.575952734,74.0181283,77.133777169,9007.9135579,,
19031,81.218185176,79.942824706,82.493545646,4949.5718134,,
19033,77.572817444,76.697407957,78.44822693,8339.0017557,14.150943396,53.678381738
19035,78.206465022,76.624582682,79.788347361,7083.1675191,,
19037,78.47709862,76.944748153,80.009449087,6571.618287,,
19039,76.034740205,74.192976288,77.876504122,8793.4495834,,
19041,79.261544727,77.975375868,80.547713586,6222.5439268,,
19043,80.379065907,79.10100522,81.657126594,5706.4728148,,
19045,77.363428565,76.574136623,78.152720508,7838.9836899,17.224179878,32.957461334
19047,79.36232405,78.086578727,80.638069374,5994.7372791,,58.675115883
19049,81.756679258,81.149070936,82.364287579,4284.1746508,6.0585325521,36.523009496
19051,78.05521069,76.261310604,79.849110777,7549.4357089,,
19053,77.909668704,75.690398661,80.128938747,8778.244144,,
19055,79.387665744,78.064803453,80.710528034,6054.4360887,,
19057,77.55372816,76.686129776,78.421326544,7725.3903317,13.69710563,42.618479373
19059,80.663348583,79.394183162,81.932514005,5781.6433243,,
19061,80.069723428,79.53701322,80.602433635,5643.6355574,9.9398467893,40.580755704
19063,76.717536495,74.806292267,78.628780724,8813.6775927,,
19065,77.817223378,76.587344391,79.047102365,7576.2328202,,
19067,78.863064655,77.435769786,80.290359524,7091.5328893,,69.842156726
19069,78.446958262,76.816411266,80.077505258,7247.6256044,,
19071,77.64630401,75.312688252,79.979919767,8710.6119404,,
19073,79.635262167,77.963305241,81.307219094,5951.458463,,
19075,78.970957429,77.50048018,80.441434677,6074.1739875,,
19077,80.355274523,78.803680251,81.906868795,5214.2512261,,
19079,77.6405424,76.15364624,79.127438561,7820.521053,,80.912100037
19081,81.808662051,80.3820189,83.235305201,3982.5239136,,
19083,79.104274824,77.848580151,80.359969498,6335.8006362,,
19085,75.766756906,74.46918808,77.064325733,7375.3450846,,
19087,78.694902517,77.678348386,79.711456649,5587.7287855,,
19089,78.848885385,77.310041714,80.387729057,5170.4006996,,
19091,80.02583503,78.452600403,81.599069657,4875.5610288,,
19093,76.18595784,74.211969484,78.159946197,7507.7690887,,
19095,78.546102507,77.371246469,79.720958545,5722.9395015,,
19097,78.590134858,77.424920931,79.755348785,6825.402745,,
19099,79.109663791,78.263631523,79.955696058,6216.024311,8.9702188733,30.248948849
19101,79.874996119,78.550168508,81.199823729,6080.9237136,,
19103,82.600199037,82.048910678,83.151487395,4643.3141176,5.9192353225,45.596610928
19105,81.333707337,80.238771922,82.428642752,4796.9493772,,
19107,79.390075643,77.794311711,80.985839575,6692.0115593,,
19109,79.885180125,78.358052018,81.412308231,7189.1394958,,
19111,75.881796054,74.948868604,76.814723504,8827.3470883,12.846865365,58.793014007
19113,79.597887986,79.223312394,79.972463578,6367.290823,17.194023534,36.808114994
19115,78.292059227,76.478276929,80.105841524,8178.1884871,,
19117,77.428657773,75.568548838,79.288766708,7786.4354039,,
19119,81.279915263,79.708609486,82.85122104,5005.1863357,,
19121,79.307246285,77.929762879,80.684729691,6009.2266436,,61.934844544
19123,78.236364646,77.168379404,79.304349888,6455.1556863,,47.129795457
19125,78.880540499,77.988862653,79.772218344,5996.1310275,10.017229635,44.831561419
19127,76.485051663,75.654860043,77.315243282,7770.6163871,9.2557532921,59.569609571
19129,78.552298721,76.963700475,80.140896967,7547.2678128,,
19131,80.385692987,79.030801335,81.740584639,3877.4004764,,
19133,75.264426835,73.353586911,77.17526676,9581.1557178,,
19135,76.868113356,74.937835467,78.798391244,7261.5700111,,
19137,74.885231473,73.174598389,76.595864557,9555.7863141,,
19139,77.65634796,76.865239815,78.447456106,6959.6944425,7.8132935376,37.711834445
19141,76.858771813,75.464449082,78.253094545,7362.1426445,,
19143,78.703353603,76.176564107,81.230143098,8383.9945489,,
19145,78.629565238,77.356414271,79.902716205,6687.9744837,,
19147,76.99284864,75.233374941,78.752322338,8477.1402423,,
19149,79.49945011,78.411513764,80.587386457,6220.8682516,,
19151,77.405399246,75.296207058,79.514591433,7455.2543459,,
19153,78.410782591,78.154254871,78.667310312,6860.2643953,20.181483862,50.781330636
19155,76.858642291,76.269671383,77.4476132,8516.3425599,12.497009644,68.364382157
19157,79.177685175,77.873253946,80.482116403,6351.7017655,,
19159,77.016385692,75.033428938,78.999342446,7021.1906811,,
19161,78.952919949,77.336161662,80.569678235,6445.3358308,,
19163,78.57204883,78.16371309,78.980384571,6664.3475627,14.631084895,39.721339526
19165,79.449615937,78.004919211,80.894312662,5889.342833,,
19167,83.347762332,82.433386315,84.26213835,3614.4054309,,31.861508642
19169,82.122752012,81.476016745,82.76948728,4709.6402401,6.474498993,49.706421448
19171,76.519162978,75.178765659,77.859560297,8211.7812392,,67.56341748
19173,78.222933361,75.767229988,80.678636734,7616.6143751,,
19175,76.131112989,74.415860655,77.846365324,9909.3598278,,
19177,76.820094732,74.924100816,78.716088647,7288.3215279,,
19179,75.482946945,74.61297005,76.35292384,8747.8672667,17.116937209,50.52099779
19181,79.041097485,78.294160383,79.788034587,6039.7495691,17.443325344,29.697089685
19183,78.827937165,77.749401591,79.906472739,6315.082157,,50.290312257
19185,77.466695468,75.450088432,79.483302505,7036.2835236,,
19187,76.363569641,75.51482294,77.212316342,7920.3209958,13.874115525,41.467304625
19189,79.03284211,77.634866715,80.430817504,5423.2282155,,
19191,83.471085149,82.438608278,84.503562019,3136.5060842,,
19193,76.26518697,75.735193375,76.795180565,8278.1022356,8.7439763718,51.359149866
19195,80.104585424,78.051767521,82.157403326,5753.7332009,,
19197,78.825301711,77.47615932,80.174444102,5524.6693352,,
20001,76.299845665,74.559922676,78.039768654,9544.6688486,,
20003,76.498516929,74.3222577,78.674776157,9392.2062557,,
20005,77.676636794,76.294801404,79.058472183,7701.5675153,,
20007,75.518933856,72.744263189,78.293604523,9840.3780431,,
20009,76.888703604,75.75007564,78.027331567,8663.3961285,12.895239078,40.51535532
20011,75.944581603,74.427374889,77.461788317,9253.9822422,,66.631130064
20013,74.282245645,72.679109753,75.885381536,9546.1933879,,
20015,76.950827433,76.287879166,77.6137757,7575.3484417,12.458388981,39.699460381
20017,80.355319624,77.169228236,83.541411011,6018.1949852,,
20019,77.011213469,73.932249546,80.090177392,9298.4718602,,
20021,73.247328169,72.036164596,74.458491743,11079.499206,,
20023,78.296054156,75.216650141,81.375458172,6799.7399118,,
20025,74.607307868,69.894714154,79.319901581,11986.248672,,
20027,78.372638627,76.37231468,80.372962574,7409.9118183,,
20029,76.148447239,74.430702843,77.866191635,7626.4800285,,
20031,77.478997117,75.659095556,79.298898678,7753.5558614,,
20033,73.675745973,69.321042498,78.030449447,11984.559754,,
20035,75.217915735,74.302032743,76.133798728,9278.3052577,,66.721256786
20037,74.425747143,73.545595449,75.305898837,9829.3517563,11.152384466,56.052158008
20039,78.458833166,75.068916054,81.848750278,7625.581065,,
20041,78.117851809,76.832259557,79.403444062,7252.1998545,,63.124067485
20043,77.30626827,75.274309721,79.338226819,7748.927192,,
20045,80.422624419,79.881827959,80.963420878,5280.0039707,12.287528159,42.887454291
20047,64.708028356,60.15255564,69.263501072,24806.634769,,
20049,76.246049149,72.669667953,79.822430345,10164.387139,,
20051,79.879386112,78.856560899,80.902211324,5699.9359698,,
20053,78.651753809,76.771979864,80.531527755,5396.8103865,,
20055,77.544431005,76.522234495,78.566627515,7998.0750407,13.762099179,52.115197245
20057,77.316916934,76.314056764,78.319777103,7203.2485959,,74.139976275
20059,76.803182682,75.761669355,77.844696009,7613.9403566,13.007622467,49.055678195
20061,74.359048877,73.154899369,75.563198386,10649.858922,11.401090359,79.237340597
20063,80.177267255,77.092249256,83.262285254,5164.8038737,,
20065,78.2982122,74.06768608,82.52873832,9478.6287895,,
20067,77.60449426,75.497657864,79.711330656,6804.0254969,,
20069,78.834426992,76.614155343,81.054698642,6479.4850369,,
20073,75.317616851,72.614081403,78.021152299,10311.2933,,
20075,75.265936913,71.369212579,79.162661247,9264.8982386,,
20077,74.332799399,72.152017157,76.513581641,10220.918101,,
20079,77.861229294,76.913106892,78.809351695,7506.9532551,,57.211683228
20081,79.7822078,76.876278004,82.688137597,6660.6777448,,
20083,75.356133379,70.272616574,80.439650185,11888.89373,,
20085,78.242137115,76.687365578,79.796908653,7310.4934675,,
20087,79.647814929,78.309379891,80.986249966,6480.2756413,,
20089,80.223179758,76.769746547,83.676612968,7154.3255657,,
20091,81.392640246,81.17608383,81.609196661,4540.578691,11.177660615,35.126869989
20093,79.016177908,76.052451022,81.979904794,7411.52829,,
20095,66.000110435,63.77089345,68.229327421,19645.190772,,
20097,75.85439577,72.137739679,79.57105186,10778.628539,,
20099,74.990159431,73.77134029,76.208978572,9664.6263384,,57.922173661
20103,78.351802022,77.712710441,78.990893603,6919.2861702,15.080128466,49.316704087
20105,80.164035162,76.721292797,83.606777528,6287.2565413,,
20107,76.320622591,74.216871386,78.424373796,9869.2011376,,
20109,77.25593199,73.675061718,80.836802262,8966.0207682,,
20111,77.91845777,76.911864636,78.925050903,7196.4971826,12.042630913,50.744248985
20113,78.74832568,77.858078866,79.638572495,5767.0380014,,
20115,78.090942324,76.330925865,79.850958782,7974.3729509,,
20117,77.427305853,75.637526569,79.217085137,7689.0976113,,
20119,74.459835198,71.138991712,77.780678685,13267.536586,,
20121,80.097117499,79.047237547,81.146997451,6608.7179626,9.7798554537,48.160857263
20123,78.390539445,76.372982064,80.408096826,6388.3288723,,
20125,74.977091324,73.982161967,75.972020682,10010.059492,11.524237567,42.90145865
20127,78.02949384,75.67351004,80.385477641,7118.2394202,,
20129,71.667474265,67.370468611,75.964479918,14149.079483,,
20131,79.053194509,77.575890903,80.530498116,5272.3536662,,
20133,75.168103768,73.660431428,76.675776108,10004.403309,,89.502621148
20135,76.670319042,73.40145671,79.939181373,8335.9842316,,
20137,76.582348772,73.860542182,79.304155361,9586.1153403,,
20139,76.845152747,75.6052472,78.085058293,7425.000019,,
20141,78.109700372,74.870272893,81.34912785,8333.1719294,,
20143,76.826272654,74.05623561,79.596309698,8896.9686701,,
20145,76.737319243,74.51392628,78.960712206,8165.0863626,,
20147,78.210336469,76.109295946,80.311376992,6615.7967847,,
20149,80.755132689,79.612104012,81.898161367,5020.6873249,,46.076415964
20151,75.839254552,73.813987273,77.864521831,9668.432899,,110.64394778
20153,78.017690703,74.600062417,81.43531899,6725.9613624,,
20155,77.500274259,76.78717807,78.213370448,7940.9876069,21.490009832,55.854849462
20157,75.890960615,72.72595074,79.05597049,10567.982131,,
20159,77.356173082,75.682464189,79.029881974,6891.8050021,,
20161,80.467000719,79.732375622,81.201625816,5012.5762626,7.6875421119,53.24268425
20163,77.803531676,75.377755863,80.229307489,7493.6592193,,
20165,74.567469222,71.458781258,77.676157186,8780.2499332,,
20167,75.585056052,73.535254989,77.634857115,9658.9375596,,
20169,77.706567843,76.94603228,78.467103406,7918.1549771,16.610171577,45.589692765
20171,78.290295758,75.835017794,80.745573721,7052.261771,,
20173,76.472902515,76.217520167,76.728284863,8908.839297,23.038857582,58.388625592
20175,78.084468151,76.768478631,79.400457672,7224.5892217,,44.099812576
20177,76.263585278,75.834996475,76.692174081,9104.4686914,19.420294774,65.447383906
20179,77.838924952,73.967090714,81.710759191,8279.7320069,,
20181,78.160798855,75.805813037,80.515784674,7221.9254957,,
20183,79.617483798,76.265934562,82.969033034,6827.5239611,,
20185,75.47579002,72.652367519,78.29921252,9748.19762,,
20187,78.074725948,74.13651537,82.012936526,7980.117462,,
20189,79.805705609,76.942439831,82.668971387,7282.9360123,,
20191,75.547799261,74.25599052,76.839608001,10086.237513,,71.594773582
20193,76.016642718,73.748600663,78.284684772,10683.40905,,
20195,79.37465713,76.63336661,82.11594765,5796.989355,,
20197,79.693169945,77.268036698,82.118303191,7462.8512329,,
20201,80.325502538,77.958129314,82.692875761,5308.8289334,,
20203,74.862458384,69.94433633,79.780580439,12232.849157,,
20205,75.612249841,73.595097331,77.629402351,9826.5426676,,
20207,76.599285327,73.956273515,79.242297139,7813.3364147,,
20209,74.65876968,74.18599637,75.131542991,10611.772029,17.53968606,77.346681991
21001,74.732247889,73.365894526,76.098601251,10423.508322,,83.903446495
21003,74.731032952,73.5120502,75.950015704,10247.618899,29.808597427,61.418773672
21005,75.368695274,74.183587523,76.553803026,9579.6875043,45.425904488,65.40527914
21007,76.500034974,74.521462563,78.478607384,8180.5989407,,
21009,75.271012283,74.477821255,76.064203312,8953.3003747,15.068751177,43.322342295
21011,71.950647869,70.207634353,73.693661384,13512.410254,37.469221711,118.86837309
21013,70.609986475,69.490430223,71.729542727,15155.207303,40.98203194,76.902198498
21015,78.931718039,78.415955871,79.447480208,6763.2063638,34.705750169,37.684982534
21017,75.234794455,73.887988221,76.581600689,10974.149325,55.116663605,
21019,73.763759745,72.999731484,74.527788006,11203.046761,69.763799707,24.803432795
21021,76.729622031,75.755526328,77.703717733,8139.755073,28.720713157,41.402724299
21023,73.747377836,71.784230736,75.710524935,11392.10697,,
21025,68.438239357,66.815935086,70.060543628,18390.312429,42.209676568,
21027,76.020141511,74.696073295,77.344209726,9518.5542845,17.914725905,86.430423509
21029,78.087145584,77.381914017,78.792377151,8298.817482,40.828491755,32.532744915
21031,73.028691085,71.504845524,74.552536647,11649.28525,,95.007773363
21033,74.263581935,72.572393569,75.954770302,11022.133659,,105.63380282
21035,76.771849361,75.9071195,77.636579223,7622.2203961,17.030552812,42.802111571
21037,77.32893924,76.74515896,77.91271952,8205.2125532,53.427175198,51.489991633
21039,74.716070899,72.103298126,77.328843671,9820.8890654,,
21041,71.305341881,69.490242221,73.120441542,13989.968149,46.731883606,
21043,73.508295567,72.400481411,74.616109722,12176.179255,48.541876704,
21045,74.474327529,73.051511754,75.897143304,11007.055488,29.098164737,
21047,73.761769347,73.053065908,74.470472785,11173.944568,18.257572211,91.296805916
21049,74.057131362,73.087421815,75.026840909,11914.132722,65.152557926,36.962883105
21051,70.746153731,69.477431362,72.014876101,14326.384494,31.859416134,65.050266115
21053,74.08252664,72.41467735,75.75037593,10085.367598,39.300451955,
21055,73.221859691,71.279887983,75.163831399,11745.66457,,
21057,74.895690967,72.946934825,76.844447108,8568.0726087,,
21059,76.462269489,75.915476186,77.009062791,8632.6221581,14.773812924,50.642655296
21061,76.080121311,74.271281244,77.888961378,9850.1320184,,
21063,77.497490624,75.138404816,79.856576433,10447.674873,44.648836898,
21065,72.167381128,70.699699585,73.63506267,13441.726083,70.733029967,
21067,78.078245361,77.75293232,78.403558401,7677.5754836,39.21096425,49.708611089
21069,74.590898238,73.221708109,75.960088366,9863.1168971,,
21071,70.278617953,69.373343124,71.183892782,14856.621214,39.470716487,60.557768924
21073,75.581570488,74.793427695,76.369713281,9571.4189954,37.273416861,51.858661575
21075,69.129645896,66.513257554,71.746034239,17207.4281,,
